"tracker_index","tracker_id","expected_contiguous_id","tracker_name","source_index_by_name","source_name","source_path","name_match","order_match","id_match","tracker_hash","migration_sha1_checkout_bytes","migration_sha1_git_blob_bytes","stored_hash_matches_checkout_bytes","stored_hash_matches_git_blob_bytes","hash_classification","git_blob_oid","size_checkout_bytes","sha256_checkout_bytes","applied_at"
"122","753","753","20260802180000_world","122","20260802180000_world","sql/database_updates/20260802180000_world.sql","True","True","True","manual","6E427DB545F42CC7615E43D443FA1A3EDEB2E1DC","EBF7B65C0EE4A2D0F57C98944C18D58B35A84F03","False","False","manual_marker_not_file_hash","7b0a7e1fae73b6f2e4b5b113c464211b5876b45b","4439","DD52B6FA85073A809216D14513994192314584076815BF73DD798CB8731ED3EF","2026-08-25 18:56:12"
"123","754","754","20260802190000_world","123","20260802190000_world","sql/database_updates/20260802190000_world.sql","True","True","True","manual","26DC4C054DFD88D418794B831D2173E8E77C7E78","3025467678A0CCF5E9109E7280E510971074BA86","False","False","manual_marker_not_file_hash","44d562af4bdc9094f5ed6295fb858152d37a4cbd","843","68252DE242B07893660DC9B7DDECB53B4A96514F388B0CA84A76CC90BF860ABF","2026-08-25 18:56:12"
"124","755","755","20260802200000_world","124","20260802200000_world","sql/database_updates/20260802200000_world.sql","True","True","True","manual","E54CBF20CF7C7AECB9C2F0C18CC34CA46C3E9274","C307BEB187C2C6E47EA68861A52CDC4DD20A662E","False","False","manual_marker_not_file_hash","1dcd4bb08711cf9ca416f87200c0f4c53a938dd6","7619","5FC9A73E327FCC77B7AB00506EB76A0E3CC7F6BD61A7107F5C2AEAAF759F9888","2026-08-25 18:56:12"
"125","756","756","20260802210000_world","125","20260802210000_world","sql/database_updates/20260802210000_world.sql","True","True","True","manual","3725FB7A9162D1FA1139B4F46CEA4D85843C5615","859C1A84514345BEEAA72B4865825F7C84776BD0","False","False","manual_marker_not_file_hash","d8dd4a190eb5982c03f4b1b9fbfa6b0aa028d6e1","56068","3D2EF4A7C039CE6060D8D0FBA1CF09B8C813A3869FA63574BAD1D679BBA32D79","2026-08-25 18:56:12"
"126","757","757","20260802220000_world","126","20260802220000_world","sql/database_updates/20260802220000_world.sql","True","True","True","manual","1ECA31566224DA4735710EDF95ADF511AE90AC87","44855044AB1F0CF9DA0E56423B67F46176799A65","False","False","manual_marker_not_file_hash","06045c91844bef18ffa9b88293736067c60f91ff","27636","45173A1CA7A7A166AAC715A148E0F4C3AC361B3BC6FCD692860F7FC31EF5933E","2026-08-25 18:56:13"
"127","758","758","20260803161618_world","127","20260803161618_world","sql/database_updates/world/20260803161618_world.sql","True","True","True","manual","D1968C170E8E91577CC9F9C1F9C1ADEF2C9081F9","C81F6043ECA9CAE0CE1203652FCAAE247D508B77","False","False","manual_marker_not_file_hash","fc9e00b1e436ae6411cfbc27dfa486211db05e96","24587","8DC8EC11113C905C8E20C1D92253430F35A9694C6142047BF659507180CE475A","2026-08-25 18:56:13"
"128","759","759","20260804182219_world","128","20260804182219_world","sql/database_updates/world/20260804182219_world.sql","True","True","True","manual","6ED043E67A638D934D1E979A505861507C1A086F","43BF5F2EF6FD82E5238F519820F482E4F1E81CA2","False","False","manual_marker_not_file_hash","9b021f5353077615f115f1a098e8a7cc7128c07c","37731","D1F512366910E1743851405B3F0F1CF9C84783703A0F461ECE566AB0AD658FAF","2026-08-25 18:56:13"
"129","760","760","20260805120000_world","129","20260805120000_world","sql/database_updates/20260805120000_world.sql","True","True","True","manual","363778BF199D2D25A545817EC9A107AF26648E50","C2549CDADA860C03F662DCC9DFCE7137408E6738","False","False","manual_marker_not_file_hash","9c982da6f09a35aedece7e18000ee302fd9176f5","820","9DC738E87B930E01515831D5C0EA2CA73EA2C88F89BB8EFA41E410FF9EF1ACD2","2026-08-25 18:56:13"
"130","761","761","20260806181419_world","130","20260806181419_world","sql/database_updates/world/20260806181419_world.sql","True","True","True","manual","79406777CA3954A8C6BF11C2A4879F0399D44F68","C32C3E01007E782680B9023484C0FFFB3C1C8982","False","False","manual_marker_not_file_hash","7a30b61b1bf24fdae8c07ce7e25ac398d64a09ac","11251","AC9906E2C36BD8CAEF1F42E40C967AE497F6D52D505F0564640EB857CEEBC845","2026-08-25 18:56:13"
"131","762","762","20260809183358_world","131","20260809183358_world","sql/database_updates/world/20260809183358_world.sql","True","True","True","manual","997273D707C326F1049EE99288DCC4A214B2145F","C52531AF3C68E78038ECBB7D9B26FD1DE83FA15E","False","False","manual_marker_not_file_hash","90ebd9d4c1d58811c34d4cee4c0585ff48e81a71","9958","A4274378BB0D849005C7E237B84094568E1F48A2D9C8846D14E5689274213A3B","2026-08-25 18:56:13"
"132","763","763","20260813085825_world","132","20260813085825_world","sql/database_updates/world/20260813085825_world.sql","True","True","True","manual","4A4F02506A1A11A8B8ED52A42FA9806357F50068","B8337883517FBAC108CD8617150145CEC2756666","False","False","manual_marker_not_file_hash","1fbeb0d42d761a2ef5bb19b31a4da9f6b3e52ba6","308","94BFC5566826D2BF85612851BF1831E9C81B02F8EAE72CB40CE89742318B6E3F","2026-08-25 18:56:14"
"133","764","764","20260813110328_world","133","20260813110328_world","sql/database_updates/world/20260813110328_world.sql","True","True","True","manual","8BD7B02E4925781EBF403C005302795DBE57E8B2","A1DCD0DFDF5ADE69F2E311B405567B876B0FBF64","False","False","manual_marker_not_file_hash","cd9d44cd260a168258461c5b47b0288f40ab2827","38545","7C24F513A41E61C828FB3DC0DB755AEEFFF12B932BE23E15B7F79013BB956A65","2026-08-25 18:56:14"
"134","765","765","20260813162900_world","134","20260813162900_world","sql/database_updates/world/20260813162900_world.sql","True","True","True","manual","0DAC2900F172FE6AA12A2DF9DB508AE392D03D3D","6F5EFA1AC865836F24449CCAFD64A366055B2978","False","False","manual_marker_not_file_hash","3adc7f235775c1a345ca441dfa7876cecc9c4284","1008","157A50B3CDEE9358556A4B6C38BF9D03CA3C8E40E92256ED952C3D27C46F6303","2026-08-25 18:56:14"
"135","766","766","20260813194016_world","135","20260813194016_world","sql/database_updates/world/20260813194016_world.sql","True","True","True","manual","B6564563E119AA9840959C5DE242F53E8ACDC7FE","8BB16BEACAB714F55B84576B6CFA58045732F937","False","False","manual_marker_not_file_hash","2f287b67649b6f4a0c066af1274cd158d3d29480","46633","AADCF988C587F5E331F69E5701AC30076BCBCF8DAD26DBC0E65B684A951BCFF3","2026-08-25 18:56:14"
"136","767","767","20260814112455_world","136","20260814112455_world","sql/database_updates/world/20260814112455_world.sql","True","True","True","manual","5D581D680674B680E7C917DB4C8BFF1F04CE7AF7","A15B2D2AB77E43A9FB969A57F290AAF2D5ED1F75","False","False","manual_marker_not_file_hash","90862fb313e59b784b166edba2ea5a678ece5f4b","1144","D32A708CFC438BE0621520CC1A055D4C1C9F033BFC0B2EEA9463582F634B0F56","2026-08-25 18:56:14"
"137","768","768","20260815005950_world","137","20260815005950_world","sql/database_updates/world/20260815005950_world.sql","True","True","True","manual","369113B6DAE8A3457E061728D188968F97AF472D","99074CE3E6C76FD056B7EC31CDA9706AF8427EF8","False","False","manual_marker_not_file_hash","e98e75805890d05dd1361579311abfc54e6d049f","14488","4186CD8BFC1C4ED0E14F53DA74A5C8D2AFEDA8D37D43C84B10498F85DB1FF956","2026-08-25 18:56:14"
"138","769","769","20260816080422_world","138","20260816080422_world","sql/database_updates/20260816080422_world.sql","True","True","True","manual","004DCBF3296CDB7136088ABF9C89954EC2CDE9B9","09CF11E68900337C3C3D7FF333725C2F25212595","False","False","manual_marker_not_file_hash","b81a591447b2b0b99aefcb0bd2398b54a61748f6","8885","D34A388041A2373D18FBC07B09CC0D6B0C27F4ACB31397818924624FDB30F97F","2026-08-25 18:56:14"
"139","770","770","20260816081138_world","139","20260816081138_world","sql/database_updates/20260816081138_world.sql","True","True","True","manual","D62D989F31225F1F862F6A5E58362CBF70E47229","86F89470146EB2BFE275AE6AF1CE52EFD6E00A51","False","False","manual_marker_not_file_hash","ec9cef6efbbef39ff4d1d3db4655ec607a39dc8c","4074","4E515528754252951B0972A4BD40E0A9FD62EA1EC73E037F95D1D142E33D020B","2026-08-25 18:56:15"
"140","771","771","20260816173710_world","140","20260816173710_world","sql/database_updates/world/20260816173710_world.sql","True","True","True","manual","C168D4FA0DC0E929E4AB6B6240D264CBFE18D211","69F973D34695C36DF18E27B8DFCBBB98638696B6","False","False","manual_marker_not_file_hash","6fa70a899a14104acc66ce651a813981eddaac53","258381","6C1FB321A59A3B8997717E500E6856B36B43056A3F30718B0326F5D09350A1B3","2026-08-25 18:56:15"
"141","772","772","20260817151028_character","141","20260817151028_character","sql/database_updates/character/20260817151028_character.sql","True","True","True","manual","557CE92CFE4B6C0B6E54316EA781459ED26F1B07","684F9CCFC3338937D80C77E471D71A3DD45A98FD","False","False","manual_marker_not_file_hash","4cf5f15cd884c62c31d19d1212bd2eb95701ff52","437","916F19DA19C54C04A094FD12D2D7D20CB40786DBFDA40BD8115B590FEE3A49D5","2026-08-25 18:56:15"
"142","773","773","20260817151028_world","142","20260817151028_world","sql/database_updates/world/20260817151028_world.sql","True","True","True","manual","5B87AD04E07A9101308AE8850E116046E191AD6B","2B975E6376F0816ACD026DBBC860FD7E3CB9A2C8","False","False","manual_marker_not_file_hash","c3bf84f7841ce19b929c623d2f8f479cb62db079","82733","62D2C7C03EAB2E09E0DA312904F96BB29A342D8BDCD148CA07E862792A5D8B70","2026-08-25 18:56:15"
"143","774","774","20260818211313_world","143","20260818211313_world","sql/database_updates/world/20260818211313_world.sql","True","True","True","manual","109787BDAA79E7856AB11D5D6BF0238EB4ABBCB7","29392DB3CB1C6D64976D447C96C7B05429CD521D","False","False","manual_marker_not_file_hash","a4a3221c3548033b652c2abf07bd96fd017cb678","2733","BBB89A114572ACBE8372A41646C38B31168B49577CE42FA6BFDB0D618B5D7EDF","2026-08-25 18:56:15"
"144","775","775","20260820133120_world","144","20260820133120_world","sql/database_updates/world/20260820133120_world.sql","True","True","True","manual","3320C6184A63CAF92AA038EB0D2648590E39AAC7","BF22C3C6A567926B1FA2A2FB822EA8D247B36116","False","False","manual_marker_not_file_hash","1d41c71c6a6cd449d5d31c67e632c5ecd1de70c3","616","F38D134227B3A8661062673AC2A962FFAD7506C12FF98C1F4B0523F82F860EB3","2026-08-25 18:56:15"
"145","776","776","20260821154713_world","145","20260821154713_world","sql/database_updates/world/20260821154713_world.sql","True","True","True","manual","A43EA528F52D12D578D31978A8E5056337D92C77","0BDC6CF1983B72062EF307310205DB56C47AD271","False","False","manual_marker_not_file_hash","d77c35a4d39c370f0566b400c7c844bf382f78c3","30412","DFF83A8D762D70F7D1A43E6361AF2E91840DF81609F3EC87E46AE57B4DB9381D","2026-08-25 18:56:15"
"146","777","777","20260821203635_world","146","20260821203635_world","sql/database_updates/world/20260821203635_world.sql","True","True","True","manual","99403DCEDF58C720C0969E561D497796BA80539B","7CF371DF3E4475E5DF895BDBC8BEACD3599A0AEC","False","False","manual_marker_not_file_hash","96d27eab40faa743dd904deb1234df207dc324e1","37231","FED3CD212F3D0D147833BB5834FCCF6242CE6137CCE7232BA8F614C0DDB93884","2026-08-25 18:56:16"
